,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,AOD,STT,DLY,DLY_RATE
2693,2019,9,18,수,ARP6,ARP3,F,F1706,A,22:25,0,0.16004065
2694,2019,9,18,수,ARP3,ARP6,F,F1706,D,21:15,1,0.26411065
2695,2019,9,18,수,ARP3,ARP1,H,H1115,A,13:35,0,0.08513379
2696,2019,9,18,수,ARP1,ARP3,H,H1115,D,12:15,0,0.11528036
2697,2019,9,18,수,ARP3,ARP1,H,H1129,A,20:15,0,0.09377742
2698,2019,9,18,수,ARP1,ARP3,H,H1129,D,19:05,0,0.1004602
2699,2019,9,18,수,ARP3,ARP1,H,H1151,A,7:30,0,0.011059284
2700,2019,9,18,수,ARP1,ARP3,H,H1151,D,6:15,0,0.00961107
2701,2019,9,18,수,ARP3,ARP2,H,H1515,A,18:00,1,0.33424914
2702,2019,9,18,수,ARP2,ARP3,H,H1515,D,17:05,1,0.3511818
2703,2019,9,18,수,ARP6,ARP3,H,H1852,A,9:05,0,0.07992667
2704,2019,9,18,수,ARP3,ARP6,H,H1852,D,7:55,1,0.6029363
2705,2019,9,18,수,ARP3,ARP1,I,I1325,A,16:50,1,0.22445068
2706,2019,9,18,수,ARP1,ARP3,I,I1325,D,15:35,1,0.22620177
2707,2019,9,18,수,ARP6,ARP3,I,I1552,A,10:20,0,0.10479048
2708,2019,9,18,수,ARP3,ARP6,I,I1552,D,9:10,0,0.07763755
2709,2019,9,18,수,ARP3,ARP2,J,J1006,A,8:35,0,0.046761245
2710,2019,9,18,수,ARP2,ARP3,J,J1006,D,7:35,0,0.05793479
2711,2019,9,18,수,ARP1,ARP3,J,J1205,A,8:10,0,0.071905345
2712,2019,9,18,수,ARP3,ARP1,J,J1205,D,7:00,0,0.017906755
2713,2019,9,18,수,ARP3,ARP1,J,J1220,A,12:15,0,0.051332653
2714,2019,9,18,수,ARP1,ARP3,J,J1220,D,11:05,0,0.084507614
2715,2019,9,18,수,ARP1,ARP3,J,J1239,A,16:50,0,0.1298826
2716,2019,9,18,수,ARP3,ARP1,J,J1239,D,15:40,0,0.14136204
2717,2019,9,18,수,ARP1,ARP3,A,A1902,A,7:50,0,0.029351056
2718,2019,9,18,수,ARP3,ARP1,A,A1902,D,6:40,0,0.013895124
2719,2019,9,18,수,ARP1,ARP3,A,A1924,A,13:45,1,0.18059275
2720,2019,9,18,수,ARP1,ARP3,A,A1950,A,17:00,1,0.21912792
2721,2019,9,18,수,ARP3,ARP1,A,A1950,D,15:50,1,0.23983255
2722,2019,9,18,수,ARP1,ARP3,A,A1972,A,18:50,0,0.16304073
2723,2019,9,18,수,ARP3,ARP1,A,A1972,D,17:40,1,0.21912792
2724,2019,9,18,수,ARP3,ARP1,A,A1996,D,20:55,0,0.11845833
2725,2019,9,18,수,ARP3,ARP2,B,B1101,A,7:55,0,0.025366813
2726,2019,9,18,수,ARP2,ARP3,B,B1101,D,6:50,0,0.015801817
2727,2019,9,18,수,ARP3,ARP2,B,B1117,A,18:00,0,0.110596925
2728,2019,9,18,수,ARP2,ARP3,B,B1117,D,17:05,0,0.11095682
2729,2019,9,18,수,ARP3,ARP2,B,B1183,A,12:45,0,0.06304783
2730,2019,9,18,수,ARP2,ARP3,B,B1183,D,11:45,0,0.022096634
2731,2019,9,18,수,ARP3,ARP1,F,F1205,A,7:55,0,0.02743274
2732,2019,9,18,수,ARP1,ARP3,F,F1205,D,6:50,0,0.024885267
2733,2019,9,18,수,ARP1,ARP3,F,F1232,A,22:25,0,0.0147563815
2734,2019,9,18,수,ARP3,ARP1,F,F1232,D,21:15,0,0.14407328
2735,2019,9,18,수,ARP3,ARP2,F,F1901,A,8:00,0,0.08045268
2736,2019,9,18,수,ARP2,ARP3,F,F1901,D,7:00,1,0.18059275
2737,2019,9,18,수,ARP1,ARP3,H,H1116,A,14:35,1,0.18059275
2738,2019,9,18,수,ARP3,ARP1,H,H1116,D,13:25,1,0.18327796
2739,2019,9,18,수,ARP2,ARP3,H,H1516,A,21:05,0,0.068950176
2740,2019,9,18,수,ARP3,ARP2,H,H1516,D,20:05,0,0.115403414
2741,2019,9,18,수,ARP3,ARP6,H,H1853,A,20:35,0,0.07292715
2742,2019,9,18,수,ARP6,ARP3,H,H1853,D,19:25,1,0.18059275
2743,2019,9,18,수,ARP3,ARP6,I,I1553,A,12:05,0,0.05953586
2744,2019,9,18,수,ARP6,ARP3,I,I1553,D,10:55,1,0.18059275
2745,2019,9,18,수,ARP2,ARP3,I,I1568,A,19:30,1,0.41298786
2746,2019,9,18,수,ARP3,ARP2,I,I1568,D,18:40,1,0.18059275
2747,2019,9,18,수,ARP2,ARP3,J,J1007,A,13:00,0,0.11987054
2748,2019,9,18,수,ARP3,ARP2,J,J1007,D,12:00,1,0.21285635
2749,2019,9,18,수,ARP3,ARP1,J,J1206,A,8:30,0,0.02014175
2750,2019,9,18,수,ARP1,ARP3,J,J1206,D,7:20,0,0.005541384
2751,2019,9,18,수,ARP1,ARP3,J,J1221,A,12:50,0,0.047785252
2752,2019,9,18,수,ARP3,ARP1,J,J1221,D,11:40,0,0.17345998
2753,2019,9,18,수,ARP3,ARP1,J,J1260,A,20:00,0,0.05091989
2754,2019,9,18,수,ARP1,ARP3,J,J1260,D,18:50,0,0.11508608
2755,2019,9,18,수,ARP3,ARP1,A,A1903,A,7:35,0,0.017035246
2756,2019,9,18,수,ARP3,ARP1,A,A1924,D,12:35,0,0.12202969
2757,2019,9,18,수,ARP3,ARP1,A,A1973,A,19:00,1,0.24467817
2758,2019,9,18,수,ARP1,ARP3,A,A1973,D,17:50,1,0.2599069
2759,2019,9,18,수,ARP1,ARP3,A,A1998,A,22:20,0,0.03286445
2760,2019,9,18,수,ARP3,ARP1,A,A1998,D,21:10,1,0.2182248
2761,2019,9,18,수,ARP2,ARP3,B,B1102,A,10:15,0,0.058236986
2762,2019,9,18,수,ARP2,ARP3,B,B1118,A,21:05,0,0.15707469
2763,2019,9,18,수,ARP3,ARP2,B,B1118,D,19:55,0,0.17187372
2764,2019,9,18,수,ARP3,ARP2,B,B1131,A,20:45,0,0.07970309
2765,2019,9,18,수,ARP2,ARP3,B,B1131,D,19:45,0,0.13811013
2766,2019,9,18,수,ARP1,ARP3,F,F1206,A,10:00,0,0.05904728
2767,2019,9,18,수,ARP3,ARP1,F,F1206,D,8:50,0,0.097335875
2768,2019,9,18,수,ARP3,ARP1,F,F1219,A,15:45,0,0.15023196
2769,2019,9,18,수,ARP1,ARP3,F,F1219,D,14:35,0,0.16641775
2770,2019,9,18,수,ARP3,ARP1,F,F1233,A,20:55,0,0.09970081
2771,2019,9,18,수,ARP1,ARP3,F,F1233,D,19:45,0,0.15113676
2772,2019,9,18,수,ARP2,ARP3,F,F1904,A,11:05,0,0.11333528
2773,2019,9,18,수,ARP3,ARP2,F,F1904,D,10:05,1,0.25208116
2774,2019,9,18,수,ARP3,ARP1,H,H1117,A,13:50,0,0.08513379
2775,2019,9,18,수,ARP1,ARP3,H,H1117,D,12:40,0,0.11528036
2776,2019,9,18,수,ARP1,ARP3,H,H1130,A,22:15,0,0.033644706
2777,2019,9,18,수,ARP3,ARP1,H,H1130,D,21:05,1,0.2525835
2778,2019,9,18,수,ARP1,ARP3,H,H1154,A,13:30,1,0.18327796
2779,2019,9,18,수,ARP3,ARP1,H,H1154,D,12:20,0,0.14717355
2780,2019,9,18,수,ARP3,ARP1,H,H1155,A,16:40,0,0.115424424
2781,2019,9,18,수,ARP1,ARP3,H,H1155,D,15:25,0,0.06340617
2782,2019,9,18,수,ARP1,ARP3,I,I1326,A,16:20,1,0.28176495
2783,2019,9,18,수,ARP3,ARP1,I,I1326,D,15:10,1,0.2768958
2784,2019,9,18,수,ARP1,ARP3,I,I1328,A,18:00,0,0.17316347
2785,2019,9,18,수,ARP3,ARP1,I,I1328,D,16:45,1,0.28176495
2786,2019,9,18,수,ARP6,ARP3,I,I1554,A,15:25,1,0.18059275
2787,2019,9,18,수,ARP3,ARP6,I,I1554,D,14:15,0,0.1319347
2788,2019,9,18,수,ARP6,ARP3,I,I1582,A,10:40,0,0.10479048
2789,2019,9,18,수,ARP3,ARP6,I,I1582,D,9:30,0,0.07763755
2790,2019,9,18,수,ARP3,ARP1,J,J1208,A,9:10,0,0.024335802
2791,2019,9,18,수,ARP1,ARP3,J,J1208,D,8:00,0,0.02014175
2792,2019,9,18,수,ARP3,ARP1,J,J1242,A,16:10,0,0.08505356
2793,2019,9,18,수,ARP1,ARP3,J,J1242,D,15:00,0,0.054294497
2794,2019,9,18,수,ARP1,ARP3,J,J1261,A,21:00,0,0.13155162
2795,2019,9,18,수,ARP3,ARP1,J,J1261,D,19:50,0,0.095032156
2796,2019,9,18,수,ARP1,ARP3,A,A1903,D,6:25,0,0.012223393
2797,2019,9,18,수,ARP3,ARP1,A,A1925,A,9:40,0,0.065166324
2798,2019,9,18,수,ARP1,ARP3,A,A1925,D,8:30,0,0.031544924
2799,2019,9,18,수,ARP3,ARP1,A,A1951,A,15:10,1,0.21898803
2800,2019,9,18,수,ARP1,ARP3,A,A1951,D,14:00,1,0.28176495
2801,2019,9,18,수,ARP1,ARP3,A,A1980,A,20:10,0,0.11845833
2802,2019,9,18,수,ARP3,ARP1,A,A1980,D,19:00,0,0.15459403
2803,2019,9,18,수,ARP1,ARP3,B,B1010,A,17:30,1,0.2668152
2804,2019,9,18,수,ARP3,ARP1,B,B1010,D,16:20,1,0.28176495
2805,2019,9,18,수,ARP3,ARP2,B,B1102,D,9:15,0,0.070168614
2806,2019,9,18,수,ARP2,ARP3,B,B1132,A,17:50,1,0.21090162
2807,2019,9,18,수,ARP3,ARP2,B,B1132,D,16:45,1,0.456995
2808,2019,9,18,수,ARP4,ARP3,B,B1200,A,11:25,0,0.010701388
2809,2019,9,18,수,ARP3,ARP4,B,B1200,D,10:20,0,0.013114125
2810,2019,9,18,수,ARP3,ARP1,F,F1207,A,9:20,0,0.10826516
2811,2019,9,18,수,ARP1,ARP3,F,F1207,D,8:10,0,0.07702327
2812,2019,9,18,수,ARP1,ARP3,F,F1220,A,16:10,1,0.199539
2813,2019,9,18,수,ARP3,ARP1,F,F1220,D,14:55,0,0.1559636
2814,2019,9,18,수,ARP1,ARP3,H,H1118,A,15:10,1,0.20299223
2815,2019,9,18,수,ARP3,ARP1,H,H1118,D,14:00,1,0.18059275
2816,2019,9,18,수,ARP3,ARP1,H,H1133,A,20:45,0,0.09377742
2817,2019,9,18,수,ARP1,ARP3,H,H1133,D,19:35,0,0.1004602
2818,2019,9,18,수,ARP1,ARP3,H,H1158,A,22:20,0,0.033644706
2819,2019,9,18,수,ARP3,ARP1,H,H1158,D,21:10,1,0.2525835
2820,2019,9,18,수,ARP3,ARP8,H,H1601,A,11:05,0,0.049446434
2821,2019,9,18,수,ARP8,ARP3,H,H1601,D,10:15,0,0.100026935
2822,2019,9,18,수,ARP6,ARP3,H,H1854,A,18:45,1,0.18059275
2823,2019,9,18,수,ARP3,ARP6,H,H1854,D,17:20,1,0.18059275
2824,2019,9,18,수,ARP3,ARP6,I,I1557,A,17:10,1,0.258453
2825,2019,9,18,수,ARP6,ARP3,I,I1557,D,16:00,1,0.25543302
2826,2019,9,18,수,ARP3,ARP6,I,I1583,A,12:35,0,0.05953586
2827,2019,9,18,수,ARP6,ARP3,I,I1583,D,11:25,0,0.0710645
2828,2019,9,18,수,ARP3,ARP2,J,J1008,A,11:10,0,0.06338006
2829,2019,9,18,수,ARP2,ARP3,J,J1008,D,10:10,1,0.18059275
2830,2019,9,18,수,ARP1,ARP3,J,J1223,A,13:10,0,0.16996568
2831,2019,9,18,수,ARP3,ARP1,J,J1223,D,12:00,0,0.047785252
2832,2019,9,18,수,ARP1,ARP3,J,J1243,A,17:20,1,0.18059275
2833,2019,9,18,수,ARP3,ARP1,J,J1243,D,16:10,0,0.1298826
2834,2019,9,18,수,ARP3,ARP1,J,J1262,A,20:20,0,0.05091989
2835,2019,9,18,수,ARP1,ARP3,J,J1262,D,19:10,0,0.071083575
2836,2019,9,18,수,ARP1,ARP3,A,A1904,A,9:05,0,0.06375998
2837,2019,9,18,수,ARP3,ARP1,A,A1904,D,7:55,0,0.029351056
2838,2019,9,18,수,ARP3,ARP1,A,A1927,A,11:00,0,0.093048155
2839,2019,9,18,수,ARP1,ARP3,A,A1927,D,9:50,0,0.065166324
2840,2019,9,18,수,ARP3,ARP1,A,A1953,A,15:10,1,0.21898803
2841,2019,9,18,수,ARP1,ARP3,A,A1953,D,14:05,1,0.28176495
2842,2019,9,18,수,ARP3,ARP1,B,B1011,A,8:05,0,0.03856778
2843,2019,9,18,수,ARP1,ARP3,B,B1011,D,6:55,0,0.019037724
2844,2019,9,18,수,ARP3,ARP4,B,B1201,A,9:40,0,0.021505505
2845,2019,9,18,수,ARP4,ARP3,B,B1201,D,8:35,0,0.017387569
2846,2019,9,18,수,ARP1,ARP3,F,F1208,A,11:00,1,0.17523232
2847,2019,9,18,수,ARP3,ARP1,F,F1208,D,9:50,0,0.09831011
2848,2019,9,18,수,ARP3,ARP1,F,F1221,A,16:50,1,0.17740759
2849,2019,9,18,수,ARP1,ARP3,F,F1221,D,15:40,0,0.15023196
2850,2019,9,18,수,ARP1,ARP3,F,F1252,A,16:45,1,0.199539
2851,2019,9,18,수,ARP3,ARP1,F,F1252,D,15:35,1,0.1880824
2852,2019,9,18,수,ARP3,ARP1,H,H1101,A,7:35,0,0.011059284
2853,2019,9,18,수,ARP1,ARP3,H,H1101,D,6:25,0,0.00961107
2854,2019,9,18,수,ARP3,ARP1,H,H1119,A,14:45,0,0.089463025
2855,2019,9,18,수,ARP1,ARP3,H,H1119,D,13:30,0,0.08513379
2856,2019,9,18,수,ARP1,ARP3,H,H1134,A,22:30,0,0.033644706
2857,2019,9,18,수,ARP3,ARP1,H,H1134,D,21:20,1,0.2525835
2858,2019,9,18,수,ARP8,ARP3,H,H1602,A,9:10,0,0.03291166
2859,2019,9,18,수,ARP3,ARP8,H,H1602,D,8:20,0,0.13953343
2860,2019,9,18,수,ARP3,ARP1,I,I1311,A,11:35,0,0.0906513
2861,2019,9,18,수,ARP1,ARP3,I,I1311,D,10:25,0,0.10841322
2862,2019,9,18,수,ARP1,ARP3,I,I1330,A,18:10,0,0.17316347
2863,2019,9,18,수,ARP3,ARP1,I,I1330,D,17:00,1,0.3295885
2864,2019,9,18,수,ARP6,ARP3,I,I1558,A,18:35,0,0.1663548
2865,2019,9,18,수,ARP3,ARP6,I,I1558,D,17:25,1,0.29729468
2866,2019,9,18,수,ARP6,ARP3,I,I1584,A,11:55,0,0.05830556
2867,2019,9,18,수,ARP3,ARP6,I,I1584,D,10:45,0,0.10479048
2868,2019,9,18,수,ARP3,ARP2,J,J1010,A,14:50,1,0.19612467
2869,2019,9,18,수,ARP2,ARP3,J,J1010,D,13:50,1,0.259301
2870,2019,9,18,수,ARP3,ARP1,J,J1210,A,9:40,0,0.024335802
2871,2019,9,18,수,ARP1,ARP3,J,J1210,D,8:30,0,0.02014175
2872,2019,9,18,수,ARP1,ARP3,J,J1211,A,10:20,0,0.07763523
2873,2019,9,18,수,ARP3,ARP1,J,J1211,D,9:10,0,0.085636556
2874,2019,9,18,수,ARP3,ARP1,J,J1224,A,13:00,0,0.13671464
2875,2019,9,18,수,ARP1,ARP3,J,J1224,D,11:50,0,0.084507614
2876,2019,9,18,수,ARP1,ARP3,J,J1263,A,21:40,0,0.13155162
2877,2019,9,18,수,ARP3,ARP1,J,J1263,D,20:30,0,0.059140205
2878,2019,9,18,수,ARP3,ARP6,A,A1231,A,8:00,0,0.02314037
2879,2019,9,18,수,ARP6,ARP3,A,A1231,D,6:55,0,0.01630333
2880,2019,9,18,수,ARP1,ARP3,A,A1906,A,9:30,0,0.06375998
2881,2019,9,18,수,ARP3,ARP1,A,A1906,D,8:20,0,0.06558335
2882,2019,9,18,수,ARP3,ARP1,A,A1931,A,11:25,0,0.093048155
2883,2019,9,18,수,ARP1,ARP3,A,A1931,D,10:15,0,0.10644847
2884,2019,9,18,수,ARP1,ARP3,A,A1956,A,17:05,1,0.21912792
2885,2019,9,18,수,ARP3,ARP1,A,A1956,D,15:55,1,0.23983255
2886,2019,9,18,수,ARP3,ARP1,A,A1981,A,19:35,1,0.24467817
2887,2019,9,18,수,ARP1,ARP3,A,A1981,D,18:25,1,0.28297755
2888,2019,9,18,수,ARP2,ARP3,B,B1106,A,10:10,0,0.058236986
2889,2019,9,18,수,ARP3,ARP2,B,B1106,D,9:10,0,0.070168614
2890,2019,9,18,수,ARP2,ARP3,B,B1134,A,20:00,0,0.04551512
2891,2019,9,18,수,ARP3,ARP2,B,B1134,D,19:05,0,0.17187372
2892,2019,9,18,수,ARP4,ARP3,B,B1206,A,21:00,0,0.03560409
2893,2019,9,18,수,ARP3,ARP4,B,B1206,D,19:35,0,0.07289523
2894,2019,9,18,수,ARP1,ARP3,F,F1222,A,18:45,0,0.14509195
2895,2019,9,18,수,ARP3,ARP1,F,F1222,D,17:35,0,0.1498068
2896,2019,9,18,수,ARP3,ARP1,F,F1257,A,14:35,0,0.16641775
2897,2019,9,18,수,ARP1,ARP3,F,F1257,D,13:25,1,0.23447552
2898,2019,9,18,수,ARP1,ARP3,F,F1258,A,10:20,0,0.05904728
2899,2019,9,18,수,ARP3,ARP1,F,F1258,D,9:10,0,0.09831011
2900,2019,9,18,수,ARP3,ARP13,F,F1301,A,11:50,0,0.08152044
2901,2019,9,18,수,ARP13,ARP3,F,F1301,D,10:55,1,0.18059275
2902,2019,9,18,수,ARP3,ARP1,H,H1103,A,8:10,0,0.028890908
2903,2019,9,18,수,ARP1,ARP3,H,H1103,D,7:00,0,0.011059284
2904,2019,9,18,수,ARP1,ARP3,H,H1140,A,8:50,0,0.14057836
2905,2019,9,18,수,ARP3,ARP1,H,H1140,D,7:40,0,0.049553216
2906,2019,9,18,수,ARP2,ARP3,H,H1504,A,11:45,0,0.07422793
2907,2019,9,18,수,ARP3,ARP2,H,H1504,D,10:45,0,0.12909126
2908,2019,9,18,수,ARP1,ARP3,I,I1312,A,14:45,0,0.14846045
2909,2019,9,18,수,ARP3,ARP1,I,I1312,D,13:35,0,0.09617329
2910,2019,9,18,수,ARP3,ARP6,I,I1585,A,13:40,0,0.14360413
2911,2019,9,18,수,ARP6,ARP3,I,I1585,D,12:30,0,0.05953586
2912,2019,9,18,수,ARP1,ARP3,J,J1225,A,14:00,0,0.16749138
2913,2019,9,18,수,ARP3,ARP1,J,J1225,D,12:50,0,0.047785252
2914,2019,9,18,수,ARP3,ARP1,J,J1244,A,16:30,0,0.08505356
2915,2019,9,18,수,ARP1,ARP3,J,J1244,D,15:20,0,0.054294497
2916,2019,9,18,수,ARP3,ARP1,J,J1264,A,20:30,0,0.05091989
2917,2019,9,18,수,ARP1,ARP3,J,J1264,D,19:20,0,0.071083575
2918,2019,9,18,수,ARP3,ARP1,A,A1911,A,7:50,0,0.017035246
2919,2019,9,18,수,ARP1,ARP3,A,A1911,D,6:40,0,0.012223393
2920,2019,9,18,수,ARP1,ARP3,A,A1932,A,14:20,0,0.13946608
2921,2019,9,18,수,ARP3,ARP1,A,A1957,A,15:30,1,0.21898803
2922,2019,9,18,수,ARP1,ARP3,A,A1957,D,14:25,1,0.28176495
2923,2019,9,18,수,ARP1,ARP3,A,A1982,A,20:40,0,0.11845833
2924,2019,9,18,수,ARP3,ARP1,A,A1982,D,19:30,0,0.15459403
2925,2019,9,18,수,ARP3,ARP1,B,B1013,A,8:30,0,0.03856778
2926,2019,9,18,수,ARP1,ARP3,B,B1013,D,7:20,0,0.016665906
2927,2019,9,18,수,ARP3,ARP2,B,B1107,A,8:35,0,0.016734391
2928,2019,9,18,수,ARP2,ARP3,B,B1107,D,7:35,0,0.025366813
2929,2019,9,18,수,ARP3,ARP2,B,B1135,A,18:30,0,0.110596925
2930,2019,9,18,수,ARP2,ARP3,B,B1135,D,17:30,0,0.11095682
2931,2019,9,18,수,ARP2,ARP3,B,B1136,A,9:40,0,0.070168614
2932,2019,9,18,수,ARP3,ARP2,B,B1136,D,8:40,1,0.3007319
2933,2019,9,18,수,ARP3,ARP4,B,B1207,A,18:55,0,0.032849938
2934,2019,9,18,수,ARP4,ARP3,B,B1207,D,17:55,0,0.05014485
2935,2019,9,18,수,ARP3,ARP1,F,F1209,A,11:00,0,0.13385007
2936,2019,9,18,수,ARP1,ARP3,F,F1209,D,9:50,0,0.10826516
2937,2019,9,18,수,ARP3,ARP1,F,F1223,A,17:05,0,0.14734152
2938,2019,9,18,수,ARP1,ARP3,F,F1223,D,15:55,0,0.15023196
2939,2019,9,18,수,ARP13,ARP3,F,F1302,A,10:25,1,0.18059275
2940,2019,9,18,수,ARP3,ARP13,F,F1302,D,9:30,1,0.18059275
2941,2019,9,18,수,ARP1,ARP3,H,H1104,A,10:55,0,0.07425246
2942,2019,9,18,수,ARP3,ARP1,H,H1104,D,9:45,0,0.049117148
2943,2019,9,18,수,ARP1,ARP3,H,H1120,A,17:35,1,0.41276515
2944,2019,9,18,수,ARP3,ARP1,H,H1120,D,16:25,1,0.18899614
2945,2019,9,18,수,ARP3,ARP1,H,H1141,A,10:35,0,0.030137718
2946,2019,9,18,수,ARP1,ARP3,H,H1141,D,9:25,0,0.03235224
2947,2019,9,18,수,ARP3,ARP8,H,H1605,A,19:20,0,0.07439837
2948,2019,9,18,수,ARP8,ARP3,H,H1605,D,18:30,0,0.10947907
2949,2019,9,18,수,ARP1,ARP3,I,I1314,A,13:00,0,0.09617329
2950,2019,9,18,수,ARP3,ARP1,I,I1314,D,11:45,1,0.17804664
2951,2019,9,18,수,ARP3,ARP1,I,I1331,A,18:05,1,0.28176495
2952,2019,9,18,수,ARP1,ARP3,I,I1331,D,16:55,1,0.22445068
2953,2019,9,18,수,ARP1,ARP3,I,I1332,A,19:00,1,0.19057411
2954,2019,9,18,수,ARP3,ARP1,I,I1332,D,17:45,1,0.3295885
2955,2019,9,18,수,ARP3,ARP6,I,I1559,A,20:30,0,0.03296879
2956,2019,9,18,수,ARP6,ARP3,I,I1559,D,19:20,1,0.25517148
2957,2019,9,18,수,ARP6,ARP3,I,I1586,A,16:35,1,0.4730613
2958,2019,9,18,수,ARP3,ARP6,I,I1586,D,15:25,1,0.18059275
2959,2019,9,18,수,ARP2,ARP3,J,J1011,A,18:40,1,0.18318689
2960,2019,9,18,수,ARP3,ARP2,J,J1011,D,17:40,1,0.29425234
2961,2019,9,18,수,ARP3,ARP1,J,J1212,A,10:10,0,0.06684211
2962,2019,9,18,수,ARP1,ARP3,J,J1212,D,9:00,0,0.024335802
2963,2019,9,18,수,ARP3,ARP1,J,J1226,A,13:30,0,0.13671464
2964,2019,9,18,수,ARP1,ARP3,J,J1226,D,12:20,0,0.051332653
2965,2019,9,18,수,ARP1,ARP3,J,J1245,A,17:50,1,0.18059275
2966,2019,9,18,수,ARP3,ARP1,J,J1245,D,16:40,0,0.1298826
2967,2019,9,18,수,ARP1,ARP3,J,J1265,A,22:00,0,0.020916104
2968,2019,9,18,수,ARP3,ARP1,J,J1265,D,20:50,0,0.059140205
2969,2019,9,18,수,ARP6,ARP3,A,A1232,A,12:25,1,0.18059275
2970,2019,9,18,수,ARP3,ARP6,A,A1232,D,11:20,0,0.1482001
2971,2019,9,18,수,ARP1,ARP3,A,A1912,A,9:55,0,0.06375998
2972,2019,9,18,수,ARP3,ARP1,A,A1932,D,13:10,1,0.18059275
2973,2019,9,18,수,ARP3,ARP1,A,A1961,A,16:05,1,0.19741046
2974,2019,9,18,수,ARP1,ARP3,A,A1961,D,14:55,1,0.28176495
2975,2019,9,18,수,ARP3,ARP1,A,A1983,A,19:55,1,0.24467817
2976,2019,9,18,수,ARP1,ARP3,A,A1983,D,18:45,1,0.28297755
2977,2019,9,18,수,ARP1,ARP3,B,B1014,A,22:30,0,0.041625768
2978,2019,9,18,수,ARP3,ARP1,B,B1014,D,21:20,1,0.22755647
2979,2019,9,18,수,ARP2,ARP3,B,B1108,A,14:30,0,0.15066504
2980,2019,9,18,수,ARP3,ARP2,B,B1108,D,13:30,1,0.28176495
2981,2019,9,18,수,ARP2,ARP3,B,B1138,A,20:30,0,0.04551512
2982,2019,9,18,수,ARP3,ARP2,B,B1138,D,19:35,0,0.17187372
2983,2019,9,18,수,ARP5,ARP3,B,B1300,A,11:40,0,0.026533633
2984,2019,9,18,수,ARP3,ARP5,B,B1300,D,10:40,0,0.037689805
2985,2019,9,18,수,ARP1,ARP3,F,F1210,A,12:45,0,0.07501465
2986,2019,9,18,수,ARP3,ARP1,F,F1210,D,11:35,1,0.17523232
2987,2019,9,18,수,ARP3,ARP13,F,F1303,A,18:45,1,0.27115142
2988,2019,9,18,수,ARP13,ARP3,F,F1303,D,17:55,1,0.18059275
2989,2019,9,18,수,ARP3,ARP1,H,H1105,A,8:50,0,0.028890908
2990,2019,9,18,수,ARP1,ARP3,H,H1105,D,7:40,0,0.011059284
2991,2019,9,18,수,ARP3,ARP1,H,H1121,A,15:50,0,0.06340617
2992,2019,9,18,수,ARP1,ARP3,H,H1121,D,14:40,0,0.089463025
2993,2019,9,18,수,ARP1,ARP3,H,H1142,A,12:25,0,0.14717355
2994,2019,9,18,수,ARP3,ARP1,H,H1142,D,11:15,0,0.1238074
2995,2019,9,18,수,ARP3,ARP2,H,H1505,A,10:10,1,0.18059275
2996,2019,9,18,수,ARP2,ARP3,H,H1505,D,9:10,0,0.15377668
2997,2019,9,18,수,ARP8,ARP3,H,H1606,A,17:40,0,0.13448969
2998,2019,9,18,수,ARP3,ARP8,H,H1606,D,16:50,0,0.08236629
2999,2019,9,18,수,ARP3,ARP1,I,I1333,A,20:00,0,0.091183215
3000,2019,9,18,수,ARP1,ARP3,I,I1333,D,18:45,1,0.28176495
3001,2019,9,18,수,ARP6,ARP3,I,I1560,A,22:40,0,0.16014704
3002,2019,9,18,수,ARP3,ARP6,I,I1560,D,21:30,1,0.18059275
3003,2019,9,18,수,ARP1,ARP3,J,J1213,A,11:20,0,0.17345998
3004,2019,9,18,수,ARP3,ARP1,J,J1213,D,10:10,0,0.07763523
3005,2019,9,18,수,ARP3,ARP1,J,J1246,A,17:10,0,0.07495314
3006,2019,9,18,수,ARP1,ARP3,J,J1246,D,16:00,0,0.08505356
3007,2019,9,18,수,ARP3,ARP6,A,A1233,A,14:00,1,0.18059275
3008,2019,9,18,수,ARP6,ARP3,A,A1233,D,12:55,0,0.1673488
3009,2019,9,18,수,ARP3,ARP1,A,A1912,D,8:45,0,0.06558335
3010,2019,9,18,수,ARP3,ARP1,A,A1935,A,11:50,0,0.093048155
3011,2019,9,18,수,ARP1,ARP3,A,A1935,D,10:40,0,0.10644847
3012,2019,9,18,수,ARP3,ARP1,A,A1985,A,20:05,0,0.17256895
3013,2019,9,18,수,ARP1,ARP3,A,A1985,D,18:55,1,0.28297755
3014,2019,9,18,수,ARP3,ARP1,B,B1015,A,19:20,1,0.23579597
3015,2019,9,18,수,ARP1,ARP3,B,B1015,D,18:10,1,0.28176495
3016,2019,9,18,수,ARP3,ARP2,B,B1109,A,13:00,0,0.06958783
3017,2019,9,18,수,ARP2,ARP3,B,B1109,D,12:00,0,0.06304783
3018,2019,9,18,수,ARP3,ARP2,B,B1139,A,18:55,0,0.110596925
3019,2019,9,18,수,ARP2,ARP3,B,B1139,D,17:55,0,0.11095682
3020,2019,9,18,수,ARP3,ARP5,B,B1301,A,9:55,0,0.01859802
3021,2019,9,18,수,ARP5,ARP3,B,B1301,D,8:50,0,0.012691617
3022,2019,9,18,수,ARP3,ARP1,F,F1211,A,12:05,0,0.13364592
3023,2019,9,18,수,ARP1,ARP3,F,F1211,D,10:55,0,0.13956451
